"rating","text"
"no"," |  Fort Lauderdale to Atlanta with Jetblue Airways. My granddaughter traveled and I was charged $100 each way for her to be escorted. They did nothing except put her in her seat. The family took her to the plane and stayed until it took off. The family picked her up at the door of the plane when it arrived. When I complained, they said the flight attendant was watching her. Give me a break."
"yes"," |  Boston to Rochester. In the past, my parents and I have tried traveling from Boston to Rochester on American Airlines, and in most cases, American Airlines failed actually to get us to Rochester. This time, I encouraged my parents to book us tickets on JetBlue instead now that they are offering this route. What a difference! Our experience for this route on JetBlue was so much better than American. Our plane departed Boston and arrived in Rochester on time. We were offered the full spectrum of available snacks and drinks. The personal IFE monitors were functional. The flight attendants were great, too. All around, it was an excellent experience!"
"no"," | Ft Lauderdale to San Francisco. Awfully bad experience. I travelled from FLL to SFO with my family. 1. Jet Blue prices grow much faster than other companies when you add just the basic option, in my case, it was +50%, that puts this company to the same category with American Airlines, United, etc. 2. For this price you have service, that is worse than the appropriate low-cost one. In FLL the terminal where Jet Blue operates is far away from the rental cars parking, comparing to United, that operates in the same terminal. And even if Jet Blue tails and admits it, you can't get anything - no business lounge, no paid hotels, absolutely nothing. 3. I came to the terminal and printed the boarding passes one hour prior to the takeoff. But the infrastructure in the airport, that works for Jet Blue, is so awfully bad that I missed the flight. The system doesn't print tags for luggage and nobody assists passengers. Finally, after a few attempts, we came to the service desk to print them, it was 50 minutes prior to takeoff. Then we spent over 20 minutes printing the tags, it's easy to see the timestamps on the tags. Finally, they didn't give us all our tags, one was missing! People were extremely slow then there was a glitch in the software, then the printer didn't work. Finally 25 minutes prior to takeoff we came to the security check, where we supposed to have a separate line. We didn't get it even after we told that we're missing the flight. The gate was closed strictly on time and we had to go to the Jet Blue service desk. 4. People at the desk saw right from the beginning all our statuses in the system and agreed that the was no our fault in this situation. They were not able to offer anything earlier than in 24 hours, but helped to identify all our luggage tags numbers and initiated the refund (appreciate it, however, I haven't got it so far). Everything else became our problem. 5. We tried to discuss the situation with the manager on site, but this step was absolutely useless. We were waiting for him for 40 minutes, a family of five people including a five-year-old child, that already supposed to be sleeping on the plane. He told us that he's sorry about what happened but didn't offer anything to compensate our losses (time and money for the tickets that we had to buy in the last minute and hotel). He didn't say anything regarding the enormous timeslots for the typical operations, that we saw. His point was that even if passengers paid for some services to get faster to the gate, one hour is not enough and we had to come earlier. But passengers should be notified about these critical issues in advance and have clear recommendations. And it doesn't mean that airlines are free from any obligations to support passengers on site. Nobody notified me that I had to plan 30-35 for each operation. I would never go for it. Overall conclusion: No way. Doesn't make sense to pay for the service if you can't get it. We had many examples of good and bad services, but this one is the worst experience that we had. All companies have problems but this time were had no support at all. In case of any troubles with Jet Blue you have reasons and explanation, but no help. They can tell you who's fault it is but they can't provide you anything after that happened. Special attitude exists only in their slogans. The worst example of low-cost with the prices of genuine airlines."
"no"," |  Syracuse to Orlando. We have flown with JetBlue airways for years and usually have received adequate service. This year we received an email just 6 1/2 hours before our departure from Syracuse, NY informing us that the flight (#655) had been canceled with no explanation as to why? After further inquiry, we were told 2 things:  bad weather did not allow the aircraft to be sent north from Orlando the day previous to the scheduled departure date; and JetBlue did not have a pilot available to fly the aircraft north from Orlando. Imagine that?? Honestly, I think they just made up any old excuse. Regardless, I received an email 20 minutes later (approximately 6 hrs. before scheduled departure time) stating that they rescheduled our flight for 2 days later. Now there's a genius answer to their problem. Our family spent over $10,000 for a 2 week vacation to Florida only to have an airline cut the vacation short by 2 days because of their total screw up. Wow! Needless to say, we were not able to find any flights for 5 passengers and had to drive from Syracuse, NY to Orlando, FL. No big deal... it's only an 18 hour drive! Bottom line: I'm not sure who within JetBlue made this decision, but this experience for him/her is disgraceful in my opinion. The airline probably has just lost the trust of hundreds of potential customers because of your ingenious decision."
"yes"," |  Boston to Raleigh. We had a mechanical difficulty with the plane we were on, causing us to deplane. I thought it would take forever to schedule another flight, but Jetblue had us on another plane within an hour. It was amazing and very courteous staff that turned a possible flight nightmare to a very well planned departure for the circumstances."
"no"," |  New York to Charlotte. I've been a loyal jetblue customer for over a decade and they 'were' always my go-to airline. This changed on this flight from JFK to Charlotte that was delayed 6 hours. Now, we all know delays are possible and when they are based on weather or things not in an airlines control, you learn to deal with it. However, our actual plane was right there at JFK but it first had to take a plane load of people to Nantucket which apparently had a ground stop. The delay for that route went from 30 minutes, to an hour, 2 hours, 3 hours, 4 hours, 5 hours. You see, instead of just cancelling the Nantucket flight and taking the us to Charlotte, we had to wait for that other flight on the plane we needed. Now considering this is their main hub, there has to be an extra plane and pilots (I'm told by someone in the industry that is typical). But let's put that aside, weather was good at JFK and weather was good in Charlotte, the issue is with an unrelated route which we now had to wait 6 hours. When you take the 6 hour wait, arriving at the airport an hour early and the 2 hour flight I essentially could have driven to Charlotte faster. Now consider their useless Jetblue 'Bill of Rights', since the ground stop was in Nantucket I was exempt from any money. So basically Jetblue will never give you money back, they will blame anything and anyone for their awful service. I contacted customer service who are useless, asked for a supervisor who after an hour gave up. I finally just emailed a list of execs at Jetblue and did get a useless response that did not address their issues. Jetblue used to be a good airline, if you have options, you may want to think about the fact your flight could be delayed by some other plane which in the case of my return flight was on the other side of the country."
"no"," |  Ft Lauderdale to Holguin. Worst experience and worst customer service. At the counter, the representative that was taking care of me was very rude, unprofessional, she hidden her name tag. Didn’t want to process my family tickets together even though I was paying with same credit card. She even sent me back to the line and started helping another customer. Staff was very rude, even the supervisor.  No solution. Worst airline to travel. Never traveling with Jetblue."
"yes"," |  Portland to Boston. We were in Portland Oregon. Had boarded and were then told we had to deplane. There was 'a crack on the engine exhaust'. Who knows what would have happened if we tried to make it to Boston but I sincerely appreciate their putting our safety ahead of our desire to reach our destination. We were in the airport for about ten hours. They brought in pizza and burgers and a food cart with snacks. They constantly apologized but my husband and I were like 'Why? You were looking out for our safety!' We love JetBlue and will book with them whenever we can."
"no"," |  Fort Lauderdale to New York. Complete disappointment. TSA pre check was not on boarding pass. Our carry on luggage was checked in. Thank you very much but if you monitor passenger overhead suitcase use I would not have to be inconvenienced. Movies not available. No compensation for their lack of responsibility to their passengers. Bye bye JetBlue. Looking for a more reliable airline."
"no"," |  Phoenix to Ft Lauderdale. By far the worst travel experience I've ever had. I get being a cheap airline means I'm not going to get the same customer service, but everyone I spoke to in Ft Lauderdale was rude and dismissive. I equate it to being as bad as Frontier, but more condescending. I also spoke to someone on the phone and she was just as bad. Just pay the extra for added peace of mind."
"no"," |  Buffalo to Atlanta via Boston. Delayed flight in Buffalo, NY so missed connecting flight in Boston and had to stay the night. Next morning flight left on time but arrived 2.5 hours late so missed the noon connecting flight. They put us in the next flight at 4pm, the doors have been closed on the plane for an hour twenty and we still haven’t moved. I’m hating Jet Blue. Make that an hour forty without moving."
"no"," |  24 hours flight delayed from Quito to Fort Lauderdale, delayed on all my connecting flights. I’m still stuck in Boston. Have been traveling for more than 24 hours already. I won’t purchase tickets from JetBlue again and definitely don’t recommend anybody to use this airline."
"no"," |  Reno to Long Beach. Had hope this airline would prove me wrong, but sadly couldn't be more disappointed. Planned for this trip 6 month's ago just for them to cancel my flight because the plane was missing pieces?! Never flying through this airline again."
"yes"," |  Boston to Medellin return via Fort Lauderdale. All 4 flights were delayed by an hour or more, the last flight was 3 hour delay . I have flown Jetblue a number of times, this trip by far is the worst with them. On June 18 flight to Boston, the plane sat loaded waiting to take off of an hour, excuse bad weather yes it was overcast but I have taken off and landed at FLL in heavy weather before. I will say the flight crew was great on each leg of the tri , communication could have been better by terminal staff. in Medellin self check-in terminals worked for some and not for others( including me in Feb it worked fine) needless to say greatly disappointed this time with Jetblue"
"no"," |  Atlanta to New York. This review is on the booking process rather than the actual flight. I have always loved JetBlue but today my opinion changed. In February I booked a flight for my sister-in-law to fly from ATL to JFK and returning to ATL.  Today I went onto the JetBlue website to try to get a better seat and make final touch up since she needs wheelchair assist etc. On seat selection I was offered a wonderful seat in first row (1A with plenty leg room) so I paid extra $42 from the ATL-JFK leg and $50 for the JFK-ATL leg). I was not able to ask for special accommodations and I noticed that luggage was not included (what!). But I have no way to pay for luggage. So I opened up a chat window and a lady came on to help. She said I can add luggage and pay the fee on check in. I explained this is an 82 year old traveler and I want to make sure she is all set but with all the technology, JetBlue was not able to help me pay for this old lady luggage. I fail to understand from a programming point of view if I can pay for a better seat and the system can take credit cards, why can't I pay for luggage. Very disappointed, wont fly JetBlue again."
"no"," |  Buffalo to Fort Lauderdale. Very disappointed with JetBlue, assigning different seats to My wife and I and not able to change seats just because the airline want to charge for the seat. Never will use this airline again"
"no"," |  Newark to Boston. Late all because of lack of personnel. 5 hour delay and counting for a connecting flight to Chicago, all based on a policy of needing 2 attendants on each flight. No back up employees at the airport."
"no"," |  Worst service & staff members.They are rude, unproffesional & disrespectful. No sensibility, empathy or consideration with customers that need help. Don't offer suggestions to solve problems or make the experience less stressful. Making the customers life into a nightmare by taking forever to find a supervisor or a translator for people with language barriers & in needs."
"no"," |  New York to Punta Cana. I have been a loyal customer since 2011. This past two trips have been a nightmare. Their service agent at JFK was not very knowledgeable, had a short fuse, was rude to several passengers and just seemed very angry. I tried to go to another agent, but it seemed they all had a chip on their shoulder and where not very helpful. The JetBlue terminal HVAC system was not working and we could not wait to get onboard. Once onboard we thought that the nightmare was over. How wrong I was. The plane had engine problems and were directed to go back to JFK. Once their we were given these snack boxes that really were not very appealing. Not to mention the HVAC still has not been fixed. So the hours past (7 hours in total) in the sweltering heat of JFK JetBlue terminal. Finally they found a pilot to fly the airplane. The stewardess on the plane where OK. But not the way I’m used to JetBlue. I understand that issues happen, but their employees were downright mean and unhelpful throughout the entire ordeal. As a loyal customer with 100’s of thousands worth of points, I can honestly say that I will be giving another airline a try for the first time. Flight 369 June 5."
"no"," |  Orlando to Montego Bay. I wanted to take 3 bags on carry on, they said it was full and I had to pay $130 for all bags to be checked In. Then our plane was delayed over an hour and a half and right before we switched terminals 3 times, they offered everyone in front of me to check their bag below the plane for free cause the carry on was full. So I called to Jetblue and the person was rude and didn’t care.  I waited a few days and I called back again and spoke to a pleasant person and I told her I didn’t want to get mad but I would like a refund for the $90 of the 3 carry on’s I had. She spoke to her supervisor and they offered me a credit of $130 but I don’t travel often and I had 364 days to use it.  I asked again for my $90 refund and the supervisor only gave me a half refund. "
"yes"," |  Absolutely terrible organization. Flight got delayed which I understand. What I don’t understand is how you have to sit on the plan an extra hour after the delay with no information. And then wait an hour plus on the plane when we land to get off. Literally have been sitting on this plane for 2.5 hours with everyone on board for no explainable reason. Terrible."
"no"," |  Boston to San Francisco. Gate agents were overzealous in enforcing the carrying bags. I was carrying 2 bags and a paper bag that was 1 inch thick and 4 inches tall which I could have placed in my jacket pocket and was told that I had to check it in or one of my other bags. I understand the two bag policy, however that's what I call splitting hairs which leaves a bad taste for JetBlue Airlines. I can now understand why JetBlue only has a three star rating. The service by the gate agents needs to be improved."
"no"," |  Chicago to Boston. I have had the worse experiences with JetBlue lately. Today was the final straw when they didn’t load my bag and they don’t have enough people to find out where it is. Flights are delayed and not because of weather. They have definitely gone downhill in the last year or so. "
"no"," |  Newark to Ft Lauderdale. JetBlue has to be the worst airline I have flown. Been a member since 2013 for the past two or three years my work schedule has been destroyed because of their delays constant excuses for the delay. My flight was scheduled for 5:00 pm. Now it’s 12:02am the next day. Sat in the airport for 6 hours. Constant lying about the reasons for delay. Their fleet is short servicing the number of people flying. It may be true for other airlines. But my wife has no issues with United Airlines. Always fly on time. Sad about JetBlue. "
"no"," |  Ft Lauderdale to Atlanta. Worst customer service experienced. They closed the doors as we approached the gate and told us to reschedule. Then she opened the door for the pilots and repeated for us to reschedule tho the plane hadn’t taken off. We watched this  worker close the door in our face. Next flight wasn’t until 9 hours later. Flight attendants were rude in the oncoming flights I will never recommended or book this Arline again. Delta or southwest all the way. In flight entertainment did not work now did our previous flight have snacks."
"no"," | San Juan to Fort Lauderdale. Super bad service. My flight got delayed 4 times with different excuses. Me and my family got to the airport at 1:00 am to catch our flight that was supposed to departure at 3:40 am and was not able to leave until 10:45 am. My kids and other kids were sleeping on the floor and all they had for us was some sandwiches and a bunch of excuses. We always use Southwest and after this experience we will keep doing it."
"no"," |  Philadelphia to Boston. I have flown JetBlue exclusively due to service but will no longer fly with them. My recent flight was nearly 3 hrs delayed. Moreover, my bag (checked) was severely damaged during flight. The pull handle completely snapped off. The bag is relatively new and excellent quality (Victorinox). JetBlue would not replace the bag and merely offered a $200 flight credit which expires in 1 year. I do not anticipate taking a flight within the next year so this credit is completely useless. Meanwhile I will need to shell out $400 to replace my suitcase. Terrible customer service."
"no"," |  Long Beach to Salt Lake City. My 4 year year old daughter and I were traveling home from a vacation in Long Beach. Somehow JetBlue gave away my daughter's seat so we were forced to wait in the airport for over 4 hours for another flight. The worst part is that Jetblue continued to indicate that I should have saved out boarding passes to my wallet on iPhone. They maintained this not their fault and that I should be thankful they ""could book us on a later flight at all"". Being separated from the rest of our party, having my daughter cry because she was separated from our nanny, spending 4 extra hours in an airport was frustrating enough but to have customer service agents repeatedly be condescending and rude was too much. "
"no"," |  Fort Lauderdale to Newark. This airline allows the rear of the plane to board first and allows this passengers to put carry on luggage in the front cabinets. This prevents others from having room for their carry on pieces and causes them to put their pieces in the back of the plane. Why not load front to back or keep cabinet doors closed to those passengers in the back preventing them from using the front cabinets? This is completely inconvenient and poorly managed."
"no"," |  Phoenix to Boston. I was sold tickets for specific seats, I have confirmations from JetBlue via email. Instead of the seats together that I purchased on the confirmation, we were moved to middle seats and my girlfriend and I were separated with horrible customer service when I inquired. Will never fly this airline again."
"no"," |  Boston to West Palm Beach. I flew up to Boston on Spirit, I thought that was the worst of my trip (however, there was no charge for my emotional support dog to accompany me with Spirit), then I used JetBlue for my trip back home. The attendant at the counter told me I had to go over to another counter for my dog to board, but didn't tell me he needed to have his bag. His bag was in my check in bag. So, I went over to the other counter where I was told that he needed his bag, so they called to have my check in bag sent to the customer service desk one flight below the ticket counter. I had an emotional support dog with me and his certificate, shot record and special vest on him and because I didn't have the information on ""their forms"" I was charged $125.00 or that he could be put in the cargo bay with the luggage. Also, we were put through a separate line for security, which my son and I thought would take a shorter time. The TSA agents knew we were now late in getting to our gate, and made it impossible to get quickly thru the screening and we missed our flight. So we had to re-book to the next flight leaving. Then when landing, I was told that my emotional support dog had to be put back down into his bag. Since he is an ""emotional support"" animal, I should have been allowed to keep him with me on my lap! People with babies hold them on their lap, they aren't told the baby can't stay on their lap! The airline had changed the way they handle support dogs last year, I hadn't used JetBlue in years, nor will I ever fly with them again. I should receive my $125.00 back with an apology from this company for the way I was treated with my dog. I am 65 year senior citizen. I should not have been treated this way by the airline. I will never fly, nor will I recommend anyone I know ever to fly JetBlue."
"no"," |  Austin to Ft Lauderdale. I’ve flown a lot, with many different airlines, and I’ve never had an overall worse experience. Constant delays, not only on my own flights, but on others in my terminal. The delays caused me to miss my connection, and I was stuck in Fort Lauderdale for 24 hours. No compensation for my work damages for missing a work trip. Not even compensation for the hotel and cabs I had to get for the 24 hours stuck. They acted like it was a miracle I could even get on a flight the next day. Will not be flying with JetBlue again."
"no"," |  I have never flown on a jetblue flight that has not been delayed. Whether it is New York, Miami, Charleston, Aruba, Boston, etc., they continuously push flights back with zero explanation. The staff is never helpful in providing information, and are often incredibly rude and dismissive. I have missed several events due to their delays. Other airlines remain on schedule but it seems as though jet blue does not know how to operate a business for repeat customers. I would never recommend flying with them if you want to get to your destination in a reasonable time."
"no"," |  Our flight was delayed 6 hrs because of weather. But the weather was perfect in New York and Aruba. They just kept delaying no explanation. Nothing offered. Their policy is terrible your flight can be delayed with out any reimbursement if its coming from bad weather. Perfect excuse to avoid taking care of customers. Free wifi that never works. Food is terrible. This happens all the time now with JetBlue."
"yes"," |  Hartford to Fort Myers. The flight attendants were so incredibly nice. Everyone was professional and courteous. Flight was a bit delayed so they comped us drinks."
"no"," |  New York to Memphis. Horrible decision to leave families stuck in an airport on a holiday with no explanation to why but “maintenance problems”. Every hour they have pushed my flight back one hour since 7AM its now 5PM still no update to when I'll be out of here. This was my nieces first time on a plane and shes only 10 yrs old and even she thought this was a horrible experience!"
"no"," | Fort Lauderdale to Nashville. JetBlue is perhaps the worst airlines I personally have ever had the displeasure of doing business with. They made the entire group wait 28 1/2 hours with little to no explanation and constant lies and misinformation. No hotel vouchers, no food, and an overbooked flight the next day. I was booked on a Friday flight at 2 PM and started receiving delays of 230 that morning . After arriving to the airport they kept bumping our flight due to a flight delay elsewhere. Then when the plane arrived they changed our gate we all rushed down there to find out that our pilots had left. After two hours more of waiting we were told that the pilots had arrived but the weather was then too bad. After six hours of waiting I decided to go home and rebook on the next flight out which was the same time the next day when the weather was to be beautiful. Thank goodness I live close by and I could do this. Most of the passengers had an awful time trying to get hotels in the area and of course they had to pay for them! The next day I went back for the same terrible treatment. I was told it was going to be an hour late before I got to the airport, then after I was at the airport another mishap and the plane was out of service With no replacement. We were told it would be another 3 to 5 hours of waiting. I was to attend a surprise birthday party for my cousin at 6 o’clock and the plane wouldn’t even be arriving until 830 so with a half an hour drive I would miss it entirely! People missed weddings because of this debacle. Southwest never skipped a beat and kept going through all of the weather and had no delays at all from Fort Lauderdale to Nashville. I will never use JetBlue again. They offered me nothing but a refund on my ticket. Nothing to cover my lost rental car, my hotel for two nights, or the grief and embarrassment over not making it to our family gathering. Never again!"
"no"," |  Have been flying Jetblue since inception as they were the premier airlines in its category. Over the last few months the airline has deteriorated rapidly. From simple things such as TVs not working to old planes in fleet since inception. The worst is that most flight scheduled have been either changed slightly or by hours. As a business person going by a schedule, to change flight times is extremely disruptive. We are going to change the way we do business with this dysfunctional airline."
"no"," |  Puerto Plata to Boston. We called JetBlue to book our seats immediately after we booked our all inclusive trip with using JetBlue (as we always use them But never will again). They told us that we had to wait until 24 hours before to book our seats or we would pay extra, interesting. This has never been the way it worked previous, seeing as we take a few trips a Year And we try to fly JetBlue (not anymore Of course And it seems from the reviews that JetBlue doesn’t care About customer satisfaction anymore). Families were scattered everywhere ... even 5 year olds By themselves. But the worst was on our way back. There were not enough seats when we went on to book 24 hours Before the flight, so I chatted with this women, and saved our chat for social Media. Jetblue used to have great customer service. This lady was not professional or helpful. Said we should just go to the airport, JetBlue never fully books. Well we chose To pay $30 Extra each so we could get home safely in time. Again, family’s complaining, everyone split up. Today, I get a text from my co worker, JetBlue overbooked. People have to give up their seats, her being one of them. Never using JetBlue again. Oh and your TV didn’t work on both  flights. On the way back they rebooted so they began to work but they weren’t playing the movies that were supposed to be playing. So I sat there and starred at the ceiling for 4 hours. "
"no"," | 90% of my fights with Jetblue Airways are delayed, not only leaving Boston but on my return flight from Fort Lauderdale as well, I travel every two weeks round trip Boston/Fort Lauderdale on business and finally I’ve had it. Almost every time there’s a delay and normally they’re not 30 or 40 minutes no, it’s 1:30 to 2 hours delays. Upon checking online I finally came to my conclusion about this airline, on money magazine there’s an article where they are placed last and it comes to delays and cancellations, worse then Spirit, unbelievable but true. Stick with Delta, yes they have delays as I have experienced, but they were due to snow storms, never anything else."
"no"," | Los Angeles to Orlando. Worst service ever! I repeat worst service ever! Explains weather related delays but flight at the gate for past 2 hours ready with no crew members. Apparently they have no pilots or crew members to run the route. The fight has changed times over 5 times from 6:58 to 9:13 to 8:58 to 10:15 and finally to 11:15 still in the waiting area with no further info on the crew and if the flight is going to be delayed any further."
"no"," | New York to Charlotte. Please be advised that Jetblue is not honouring flight in or out of JFK and are not informing customers but simply cancelling the flight. This has been the biggest disappointment thus far as my husband and I are trying to travel home for my grandfather's funeral. They are not providing us with a reasonable explanation as to why this is happening and are giving us a hard time with reimbursing the money we have already spent on our round trip flight. This is completely unacceptable and I advise you to think twice, no three times about booking a flight with this airline. Their communication is not what it should be especially when customers are already in route with their traveling plans. They will take your money and not refund it when it is reasonably owed to you. This is not how you conduct business at all."
"no"," |  Ft Myers to New York JFK. So my last 4 flights with Jet blue were all delayed. Ridiculous delays of over 4 hours or cancelled. My brothers and sisters and I missed my mother’s surprise 80th birthday party in July 2017 and now in her time of death we were delayed getting to her last Thursday and now we are trying to get home post her death and it’s a 4 hours delay. Completely unacceptable. Completely unreliable. Worst airline ever for onTime performance. No compassion. The employees on the ground unhelpful. Simply saying all flight in and out of JFK are delayed. Not what I need to hear and would have appreciated knowing that upfront. Like I’m an idiot for not knowing this. But a complete lie as the plane that left NY after my flight arrived pretty much on time. Still waiting in the airport. JetBlue Your the worst. Thank for being consistently unreliable. I hope your proud of yourself."
"yes"," |  Washington to Fort Lauderdale. This was the first time with Jetblue. We were admittedly sceptical due to mixed reviews. Check -in was smooth with friendly Jetblue staff assisting. The plane looked fresh with comfy seats and ample legroom. Food may not have been great but not bad. And, not to forget, proper wifi (Flyfi). The plane departed and arrived on time. All in all a good experience."
"no"," |  Fort Lauderdale to Newark. I have always liked this airline, However, this particular flight was a disaster! I always book my ticket noting my Global ID number. On this flight not only was my Global ID number NOT on my ticket, in addition it did not designate an extra leg room seat. As a result I missed out on a seat up front putting me in a window Exit seat which does not recline. It would have been a nice gesture if the ticket agent had told me that fact."
"no"," |  My flight from Atlanta to JFK on the 23rd was canceled due to mechanical issue, I missed my connection to Tel Aviv, and had to fly Turkish instead of El Al. My trip was for 7 days, my suitcase didn’t arrived till Wednesday the 27th because JetBlue set on it in Atlanta for 3 days before releasing it to Turkish Airlines. I was attending a wedding and all my stuff was missing. Niw I’m at JFK returning to Atlanta on JetBlue flight and we are going back to the gate for maintenance problems. They ruined my trip start to finish! "
"no"," | I am hear to voice my experience during my flight from Boston to Phoenix. I abstained from speaking to the people on the flight and the people at the front desk at the airport, as I know they do not have any say as to what was happening. This flight experience was poorly addressed and handled and the small $400 credit they sent in an email I do not feel is suitable compensation. Due to the lack of the airline getting me back to Phoenix on-time, I had to miss an important meeting with my business consultant that flew in from Maryland to meet with me. This cost me far more than $400! Not only that, the airline did not start telling people they would put them up in a hotel until 11pm, after they had us sitting on the runway for 4 hours! I had already left and checked in to the Comfort Inn and Suites, which they did reimburse me for after I wrote about my experience to their customer service. This delay had nothing to due with weather, it had to due with the poor scheduling of pilots on the plane that were ended up not being able to fly because their flight time ran out while we sat on the runway waiting for take-off! Absolutely horrible experience and their customer service continued to give me the same run around emails and they even had other people email me claiming they were supervisors and stating the exact same regards for my poor experience but there is nothing else they can do and they feel they have already compensated me fairly with their pathetic $400 credit."
"no"," |  Port of Spain to New York JFK. Long story short, JetBlue told me I read 8 lbs over on my bag. I wanted to pay the over weight fee, I was told I could not, I had to pay for another checked bag. I didn't have another bag to move the over 8lbs over, so I was told I could not get on the plane or I could buy another flight for my bag. I will never fly this airline again. I reached out to customer service and they have yet to reach out to me. They do not care at JetBlue."
"no"," |  Salt Lake City to new York JFK. The flight to New York was dismal, they tell you one overhead and one carry on, wrong! They use the overhead for storing snacks and since the plane is so small I ended up having to have my overhead case between my legs the whole time there. The trip back was worse. They changed the time by an hour moving it so when i got there i was told i couldn't board and had to rebook for a flight that was 8 hours later! I wont ever fly Jetblue again, it was such a horrible experience."
"no"," |  Never ever fly Jetblue. Our family had to fly with them three times and all three times there was at least a 10 hour delay in which the airline refused accommodations even though they knew we were traveling with a special needs child and a 3 year old. They had the most rude, arrogant customer service I have ever dealt with in my entire life!"
"no"," |  JetBlue agents at the help kiosk was rude and not helpful. Hate that federal agents only look out for themselves and other fellow federal agents. Was not helpful at all in seeing if I can get on another flight to my final destination since the airport I was currently at I couldnt stay at being that it wasnt a 24/7 airport. Very horrible service. Last time with JetBlue. Why stay somewhere where you get poor treatment?"
"no"," |  Boston to Detroit. Very disappointed with this airline. They have such bad baggage service, the locks and zippers on my bags were broken off, and I received my suitcase completely broken open with my clothes spilling out of the suitcase when I received it. Would not recommend as both flights I had received broken luggage."
"no"," |  New York to Santiago. I approached a gate agent and he was very rude and respectful to me. I tried to ask him a question and he told me and very loud voice that everyone can hear that he was upset."
"no"," |  Punta Cana to Fort Lauderdale. We have been delayed 3 separate times on our vacation, each by 1+ hours. No explanations. And now we are trying to head home and our flight is delayed 4 hours. Not acceptable. Going to miss our connection and get stuck spending the night someone. Ridiculous."
"no"," |  My mother paid for a round trip ticket for her to travel from Fort Lauderdale to White Plains airport. She brought all her current paperwork completed by her doctor and vet proving her dog was a service dog. They allowed her to bring her dog on the plane as a service dog from Fort Lauderdale to White Plains and ensured her she would not have any issues on her return flight back home. When she got to the airport for her return flight the Supervisor (Anna Mane) would not accept any of her paperwork and told her she can pay $125 for her dog & buy a $50 kennel or she will have to get additional paperwork completed by her doctor and reschedule her trip back home (this was a Sunday night so no way to resolve the paperwork issue at the time). My mom is a senior citizen that has a serious medical condition that is triggered when she is under high level of anxiety or stress and it could cause her to go into the hospital. Her dog does not only help prevent a medical issue, but also lets her know when one is coming so she can take her medicine. I tried to talk to the Supervisor and she apologized for the confusion their airline may have caused, but was not willing to work with us in any way. I explained we had two weeks before my mom's return flight so if they would have told us in Florida to get another form filled out by her doctor we would have without any problem. Why would the paperwork be acceptable one way, but rejected on the return flight two week later? When I told the Supervisor she is putting my mom through unnecessary stress that could cause my mom to have a medical issue, she threaten to not let me my travel without a full medical review just to be even more nasty. My mom paid the extra money so she would not miss her flight, but the Supervisor had a flight attendance harass her on the plane to ensure she kept her service dog in the kennel. My mom has travel on jetblue plenty of times before with her service dog and never had any issues. The flight attendant actually told her and the people sitting around her that my mom was trying to pass her dog as a service dog, but he wasn't. Her dog is a service dog and just because there was a misunderstanding that does not give them the airline staff the right to harass and embarrass her when she did provide significant proof that she does have a medical condition that requires her to have her dog with her at all times. Her dog has never been put in a kennel so he was also impacted by how unprofessional the staff at JetBlue treated him and his owner. I can understand the potential risk if my mom's service dog was a pit bull, but my mom's service dog is 5 lbs and has a history with the airline traveling with her as a service dog. We contacted the corporate office to put in a complaint on how she was treated and to get the opportunity to provide the doctor's paperwork they wanted so she could get reimbursed for what she was forced to pay and they rejected her request and did not even give her the opportunity to prove that her dog is a service dog. The person sitting next to my mom on the airplane is also putting in a formal complaint on how badly my mom was treated. I have always had a good experience with JetBlue, but after how badly my mom was treated and they had no concern for her health, I can not travel with them again. The corporate office was not willing to even try to make the situation right by allowing her to prove she has a service dog to get her money back."
"no"," |  Boston to Ft Myers. Last 4 times I have flown this route there have been issues. This and last three Returning to gate after taxing out to get the rest of the baggage. Really? Last week flight was delayed two and one half hours with no explanation and after finally landing we waited on the tar mat for 45 minutes because there was a broken plane at our gate! Again really? You can’t make this stuff up. Oh and by the way they over booked the flight I am on now and we’re trying this special offer to anyone stupid enough to answer” If you would give up your seat Jet Blue will compensate you by flying you to aFort Lauderdale tomorrow during the snow storm ugh not even the right destination."
"no"," |  Baltimore to Boston. Terrible Service. Found out they delay this flight and the flight after it by three hours nearly every week. The will blame this on the weather and give waiting passengers a free water and box of snacks. This feels like to me more of a tactic to save money by using the same flight crew for both the three o’clock and seven o’clock flights. There are so few passengers, they are hemorrhaging money and they don’t care about the fee passengers they sold goods to. I find this despicable."
"no"," |  Boston to Ft Myers. They left us stranded for 4 hrs before I had to cancel my flight. Very unprofessional. People at the terminal were rude. Gave no explanation as to why the flight was delayed. Just said to wait. I have been a loyal customer for years. We fly our employees and family on multiple trips every year. I will no longer use this airline. Why pay top dollar for bad service."
